blockHash,blockNumber,confirmations,contractAddress,cumulativeGasUsed,from,gas,gasPrice,gasUsed,input,isError,nonce,timeStamp,COB to ETH,to,transactionIndex,value,value(eth),value(COB)
0x18096c83014be6a5dee88c28f55c8c6fe12183058d2daac5455816091c0446f4,4280199,57733,,2403182,0x9e75f8a3698ba5f924aad561488e052078b23eda,200000,30000000000,65374,0x,0,330,1505563109 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,36,"$4,000,000,000,000,000,000",4.00 ,22400 
0xaf85bc9531ec40e7a2591653cb1916ebdd3f224aa00e9760e2d034fb125ad161,4280227,57705,,2561483,0x9e75f8a3698ba5f924aad561488e052078b23eda,200000,30000000000,50374,0x,0,331,1505563866 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,57,"$1,000,000,000,000,000,000",1.00 ,5600 
0x88ffafbfde81e4d07dfc478b792210f9fa9abcaeb005db5338c2a4d189744013,4280254,57678,,4033159,0x8eef530df369d2d23bdff69c47ea2b9b9df1fc16,21000,35000000000,21000,0x,1,0,1505564593,,0xb2f7eb1f2c37645be61d73953035360e768d81e6,62,"$127,836,000,000,000,000",,
0x4e66efae44c11f33bde97f9dbaae4ac3a213de1b8893382982d7d632bf978f45,4280258,57674,,5639759,0x7acc321762196156cb63bddf8daaad1d3a72ac90,200000,21000000000,50374,0x,0,2,1505564711 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,141,"$120,000,000,000,000,000",0.12 ,672 
0xaa094a82e1b9117ae1784c92b75548e254b8809afea395cc97ff3697fbc90a50,4280287,57645,,1104379,0x9dcca8a3792266b070359c1d6a57b1f5d9af66e4,200000,20000000000,65374,0x,0,0,1505565477 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,27,"$4,905,000,000,000,000,000",4.91 ,27496 
0xbe4fec1657734a03b2dcea785a92d69f5f8e7055f6221faf0187e3b66128402d,4280288,57644,,1227026,0x8eef530df369d2d23bdff69c47ea2b9b9df1fc16,21000,29000000000,21000,0x,1,1,1505565506,,0xb2f7eb1f2c37645be61d73953035360e768d81e6,29,"$127,101,000,000,000,000",,
0x714cc2f2be3f43f3629eb8932cc1fb39d70f5fd2b4485d0ca57e29d82c0ead6c,4280290,57642,,3149375,0x7acc321762196156cb63bddf8daaad1d3a72ac90,200000,21000000000,50374,0x,0,3,1505565562 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,50,"$1,000,000,000,000,000,000",1.00 ,5600 
0xdf09b3e5de803a8c63cfd4ab88ec6c6928d4743d8da6ba9c46d7566b7116c63a,4280310,57622,,1397323,0x7acc321762196156cb63bddf8daaad1d3a72ac90,200000,21000000000,50374,0x,0,4,1505566088 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,39,"$1,000,000,000,000,000,000",1.00 ,5600 
0xba15e49439d7d73332568b85671a129aa13a63fe9e9d84b1e34a071b89415428,4280341,57591,,5808189,0x45233ff6bbc10f0eb41f430561ac97d78ddfb4cd,200000,30000000000,65374,0x,0,114,1505566731 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,91,"$500,000,000,000,000,000",0.50 ,2800 
0x106bbf9b1fd6949d6268008101fadd0a1ff9936ef1938e808646dcaf59cb07e4,4280377,57555,,1338786,0xdc9d4e1af9891a504d89c040d42adda75987b100,200000,21000000000,65374,0x,0,18,1505567758 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,36,"$110,000,000,000,000,000",0.11 ,616 
0x8d4e11b06f75af4c7646e4a9c4a4868987a50a5d03efab7e9999ad44491d90ed,4280407,57525,,5432398,0x31b852593eced909ac9fcaa45fab1624859bc3ae,90000,31680001925,65374,0x,0,0,1505568457 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,225,"$100,000,000,000,000,000",0.10 ,560 
0x70f548d00b67f0f5b6bfbe8372a3c38d11b376a5ed3fbb4d44de80cc6eae8fa3,4280472,57460,,3827527,0x2634bd76ba862ac123371fd1171391ef43a9e4eb,200000,21000000000,65374,0x,0,36,1505569939 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,114,"$1,000,000,000,000,000,000",1.00 ,5600 
0x5a653072e656750e718bc1b1d31e7dfadf47b1e82ede5d3579caf69175de95e5,4280476,57456,,744776,0x29a6006aefd7f06c307fcf5852cf92f932282f38,99034,31680001925,65374,0x,0,8,1505570020 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,16,"$6,000,000,000,000,000,000",6.00 ,33600 
0xadbd46c272886272aead7bb35530f6e577866368b02113660fffe8ec8c3489b7,4280491,57441,,3213501,0x231f9a03480ec95c0842b52270ad719a25142afd,200000,21000000000,65374,0x,0,23,1505570391 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,86,"$2,000,000,000,000,000,000",2.00 ,11200 
0x6c394c8b43ed638affad65043764bc231136813961509beb0bec6a3bd4cd40cc,4280561,57371,,1763402,0x11716475e93d90fcf0344e1205bc0c9ca0b390eb,200000,22000000000,65374,0x,0,29,1505572105 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,39,"$150,000,000,000,000,000",0.15 ,840 
0xb2fc869f30f2eb073cd669619130416215437ee36e916bf1ca180f7fa97a56e9,4280580,57352,,4193191,0xa22344e3736c24186856aed24fe5a3e73216d61a,200000,30000000000,65374,0x,0,8,1505572663 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,101,"$2,000,000,000,000,000,000",2.00 ,11200 
0x3ec77c678ed6090791e12d579de9c434f651a36ab9a46e85c85149fb0df2fdf2,4280602,57330,,4645846,0x82d46bc40f3c8f38b6cf974a5b92a3d0a0fc8b70,200000,21000000000,65374,0x,0,1,1505573219 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,99,"$2,000,000,000,000,000,000",2.00 ,11200 
0x401bcdba08f53fde696b8928f41649bb6ac2499fd76e5eaf24b3b849915320b3,4280627,57305,,3593159,0xbcb4e678553b0cdbf30e30866ff2bd1a84539ade,200000,21000000000,50374,0x,0,2,1505573564 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,65,"$332,674,000,000,000,000",0.33 ,1848 
0xeefea7e4f7cb8a6f0dd8a5a1bf7d8ad895086e03849d11fbd7443d829365ba7f,4280629,57303,,2481379,0xaf227df91e993641fe17349cde315b56698c150b,200000,21000000000,65374,0x,0,0,1505573603 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,42,"$100,000,000,000,000,000",0.10 ,560 
0xae7114949b3ced135d7f3cc79f08796b6b047c9a73461ee9cdd5ab8574f796e0,4280647,57285,,1519297,0xd2a08ca7383beb6db0878f10711cd87c27962513,200000,21000000000,65374,0x,0,0,1505574172 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,24,"$490,000,000,000,000,000",0.49 ,2744 
0x359410f0d81316193b9939f70ba97760cbfc7816bdfb8c9a3324881c4b983fff,4280665,57267,,950390,0x33e09169b47934ae09bcb6c3fafc09cafb10f366,210000,25000000000,65374,0x,0,9,1505574784 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,22,"$196,474,000,000,000,000",0.20 ,1120 
0xf50adc0f8d5b500235e56cd659fe719868aa2159ff7632bf384ec18b7ea492bb,4280680,57252,,3645637,0x34e770bc5833f8e800d60bbb93763bd308a59bb3,200000,21000000000,50374,0x,0,15,1505575140 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,86,"$1,032,350,000,000,000,000",1.03 ,5768 
0x60e5ff462cfb5637bca573bd6b13f74e3f779e27a1af731755c43b03b0723d3a,4280708,57224,,6198711,0xd85b09d80b6b1827d7969b46c34043ddea9493e3,200000,21000000000,65374,0x,0,0,1505575933 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,118,"$100,000,000,000,000,000",0.10 ,560 
0xb6ac53d01db79fb633bb579c9c238329ba4eaf151a5251e2dab64cda23373962,4280715,57217,,4512125,0xaa85b24ac88a0a235f1977821194adce1cda9144,200000,24000000000,65374,0x,0,18,1505576111 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,165,"$100,000,000,000,000,000",0.10 ,560 
0x00fbef38b118f8899726b8a19b63e01128bad8ac9c009b5c2a641e9326c47709,4280749,57183,,4993751,0xaa85b24ac88a0a235f1977821194adce1cda9144,200000,24000000000,50374,0x,0,19,1505576746 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,99,"$100,000,000,000,000,000",0.10 ,560 
0xbd978e92d72b47257de4d7d9cb33e7908bde3078237498b3bf7aecba232e57ce,4280792,57140,,2657088,0x99fc1e7420438d3c219ccd6c887a192fd4d8d420,200000,21000000000,65374,0x,0,2,1505577671 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,58,"$1,100,000,000,000,000,000",1.10 ,6160 
0xd4cd37c05a2582e0d5de53cb82367f1ad7d9a14063e4e605b42eebb644956f86,4280831,57101,,3604630,0xcf0d24d96918e5281d5ac408f2c715d6c4737056,200000,21000000000,65374,0x,0,0,1505578489 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,103,"$3,800,000,000,000,000,000",3.80 ,21280 
0x89d8317d11c13011cba0f7242a9adb632a48feb5cccf2439b8eb29dd2a961b11,4280845,57087,,5511203,0x5017853439a5ee79b8f3c53264a80afaf599154c,200000,12000000000,65374,0x,0,2,1505578921 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,150,"$500,000,000,000,000,000",0.50 ,2800 
0xd7308c2c211b8db29afcef51b74096a1717a9471faeab313c8cbbc44f2db6af7,4280887,57045,,4606034,0x3574aed895dfa4b8cb85dd0233d5c342aec76076,200000,21000000000,65374,0x,0,10,1505579752 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,110,"$100,000,000,000,000,000",0.10 ,560 
0x200c241ec1dc18ccf8176befee40db85d85948bab8401d9be607bd1c20cb2cf4,4280930,57002,,254374,0x791851aba1976b71ead1f9481d2d878dda31955f,99034,35579588499,65374,0x,0,1,1505580883 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,9,"$100,000,000,000,000,000",0.10 ,560 
0x04b440738576c6f939f55bbddcb3e586653f7923d8513bd9dc1122998e2a8d3e,4280932,57000,,3515520,0x064f485f5ce4a7c928595e5137e8bcfbf0fe408d,200000,21000000000,65374,0x,0,0,1505580982 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,65,"$147,137,000,000,000,000",0.15 ,840 
0x38ea296f42b9ab2a9e4720447a2bbcc5f490229d1bb2f0782e188bef8959bcfb,4280954,56978,,5726774,0xc8e8cffb0f9d0dd4475084ec28e2e24a275098ff,200000,18000000000,65374,0x,0,2,1505581397 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,98,"$1,000,000,000,000,000,000",1.00 ,5600 
0x813dcbcd01af5717f6f6335b03e77dbd40ce96cc08bfc46fd888bec6aac29b35,4280955,56977,,2867339,0x338a85cf05f5df54af46b8646599813cc36ad6e8,200000,21000000000,65374,0x,0,0,1505581460 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,63,"$50,000,000,000,000,000,000",50.00 ,280000 
0xccb7a23934e6ddcde27773f074043b676c1fc65234d8f0f267bfb0b25c3e2394,4280978,56954,,3690835,0xce71e64c48e0914416862084193cc0c48645172b,200000,21000000000,65374,0x,0,6,1505582228 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,87,"$6,000,000,000,000,000,000",6.00 ,33600 
0xefd45df411f5f8d04b0ff208afc065709447563a1df9f05e5df268ce43fba9bd,4281013,56919,,1308137,0xf0df3c6db5e4fd9d5e172b79fd0f7e4b34c33931,200000,50000000000,65374,0x,0,8,1505583100 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,34,"$8,000,000,000,000,000,000",8.00 ,44800 
0x830116b308ba8bc67b7746f72b1e7726a7d5f141b499cc43dd90b75b5ffa863a,4281017,56915,,4739403,0x064f485f5ce4a7c928595e5137e8bcfbf0fe408d,200000,21000000000,50374,0x,0,1,1505583191 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,156,"$156,826,000,000,000,000",0.16 ,896 
0x1dcfadc667c3a178391a147490c25720476a57b6cc42495f2aebbe8480c09574,4281045,56887,,1940036,0xaf8112f8e7acff2e220102795664a535105a2622,200000,50000000000,65374,0x,0,14,1505583896 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,67,"$2,375,240,000,000,000,000",2.38 ,13328 
0xc31c62decc7a8bea76aeef8f0a88cccd95e1645e6229fa15b01d29359d2fdb79,4281064,56868,,1842051,0x952625bc2161caf73ed07b2a4d9a1a89941b47db,200000,21000000000,65374,0x,0,1,1505584382 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,27,"$1,750,000,000,000,000,000",1.75 ,9800 
0x9fdb61afa2dd8933918f9aa25d3c255950d73f95fd6eff5412addd0cad89f995,4281092,56840,,783448,0xd75a896fd63f54db8a735cbc10925215af034e8f,200000,21000000000,65374,0x,0,7,1505585192 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,10,"$1,000,000,000,000,000,000",1.00 ,5600 
0x3a16132e5d1ca803a60e3aab367881ef6a82d7a6b17da0f86da4224e34545fe0,4281102,56830,,1580555,0x29a6006aefd7f06c307fcf5852cf92f932282f38,76534,21000000000,50374,0x,0,9,1505585467 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,40,"$700,000,000,000,000,000",0.70 ,3920 
0x9cb96753251a48316d214be967cfdfc5867723b2742a735da4367b177914d073,4281115,56817,,1366918,0xaf8112f8e7acff2e220102795664a535105a2622,200000,50000000000,50374,0x,0,15,1505585819 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,9,"$2,650,000,000,000,000,000",2.65 ,14840 
0xcf05e1f2548c805d4e8b511d8e3a14e8b0b3f26bb435151da7b9f70d9916bac5,4281123,56809,,2064599,0x552be36440727a5811f1056f177638a0d59805d3,200000,23000000000,65374,0x,0,28,1505585991 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,63,"$330,000,000,000,000,000",0.33 ,1848 
0xb585c8cb1add5bfb9c2b8a56c92c7deb428561ed48b6bd0440140fa7fc2fbe3c,4281126,56806,,1334856,0xfa8d91e2feae0a48cf5f173e172f82e26cf92857,200000,24000000000,65374,0x,0,22,1505586064 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,28,"$1,250,000,000,000,000,000",1.25 ,7000 
0xd0b87e1050523ee0be3e913e03bf4b715d881a7b16e1e96c4aaf1802d016a294,4281201,56731,,2545181,0xb07f891554ffecd3dba005877e01bfc88a19e80b,200000,21000000000,65374,0x,0,6,1505587878 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,70,"$1,000,000,000,000,000,000",1.00 ,5600 
0x41656731a5996f2bd8e50331ac0a553e6f6977a0f6ae0bbb2d7146f0fefe3a24,4281238,56694,,1801708,0x8021a2e7df67d4a895189a9173b599eaa906ddf7,90000,30000000000,65374,0x,0,0,1505588757 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,41,"$100,000,000,000,000,000",0.10 ,560 
0xd2af4df2f9d501442c5f57a89098a13eaa3c6b9fd82c0aa272e0cc884a7e609f,4281244,56688,,2554034,0x9e4a2b774dc68c997c8b8cb30f8c8d5540dd4fe0,200000,21000000000,65374,0x,0,8,1505588888 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,66,"$3,300,000,000,000,000,000",3.30 ,18480 
0x6f860d1df7068d09b4048608a455a60fd8f43d9e503bdadf9ea0c824848fb1f9,4281266,56666,,1917906,0x207b40d548b9ec6af7b3bae611d2b20437259779,200000,21000000000,65374,0x,0,4,1505589461 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,68,"$1,000,000,000,000,000,000",1.00 ,5600 
0x78b39172244c0b3e3ee1c9e004b83de2d117e9aee0ce35e4b1ace023f7ac8224,4281279,56653,,117153,0x89f34a0cc46442e8f79cd8dde33d0a29b9c4e9ca,200000,51000000000,65374,0x,0,7,1505589704 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,1,"$1,100,000,000,000,000,000",1.10 ,6160 
0x193bc56d52e43e324bd18458fa899bfae7ab96fef4870404baf5d06b2a8d1a1f,4281289,56643,,3432186,0xd314f5851f0b4701b5932edb910c33f8ffb73efd,200000,21000000000,65374,0x,0,10,1505589862 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,97,"$1,000,000,000,000,000,000",1.00 ,5600 
0xdee8f94d66cdb5f05236bb6c94a9ac82ec78e3f9697a2f9d11cbb3309b9351a2,4281311,56621,,1440384,0xce1c03a7288bc213cf4bbb95be6f5c0acb05f1a4,200000,21000000000,65374,0x,0,16,1505590421 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,40,"$1,500,000,000,000,000,000",1.50 ,8400 
0xe029e6f5d231008c8310bec24197e322b8ecd5f425b79ac0a7abbb354bce790b,4281314,56618,,985180,0xf4662668913545405795634acd14574e3a7d1309,200000,29000000000,65374,0x,0,18,1505590487 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,26,"$10,000,000,000,000,000,000",10.00 ,56000 
0xea2ff5b47e949cf871c4226e229feabaade64084b16d042c067e635679dde7d0,4281322,56610,,4891549,0xfbf7731253485701f79e5fc705a758ead19c7aa8,200000,21000000000,65374,0x,0,24,1505590746 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,123,"$1,200,000,000,000,000,000",1.20 ,6720 
0x270b643fd629421b5596b69f9feb404aeff969f48b8d32b1dc8eab4def7c14e5,4281350,56582,,3418375,0x09a2664c465786bff43d04ddac27a47ff5bad67b,200000,21000000000,65374,0x,0,4,1505591410 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,79,"$100,000,000,000,000,000",0.10 ,560 
0xfc5ce260f08dfd66c2e4e093be40d99638892aefcf4bfc398e9e0e6600459059,4281351,56581,,2005651,0x09a2664c465786bff43d04ddac27a47ff5bad67b,200000,21000000000,50374,0x,0,5,1505591445 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,54,"$100,000,000,000,000,000",0.10 ,560 
0x98f66289a11693a46b5919971320cd9e2c81057cb9ba2a7bc9788ddec61fc8db,4281367,56565,,1128260,0x09a2664c465786bff43d04ddac27a47ff5bad67b,200000,21000000000,50374,0x,0,6,1505591770 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,19,"$200,000,000,000,000,000",0.20 ,1120 
0x3d4361afc4e5435c3e4172be07cd0dd92affd3abc5a688f76448350443d9e1f2,4281369,56563,,392697,0xeddd2fca63445c9c60a720cb40ea47d0218b828a,200000,30000000000,65374,0x,0,23,1505591795 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,12,"$1,000,000,000,000,000,000",1.00 ,5600 
0x2c03da6e9faf44963022e9b87f8bd3b3902ee44565f24d8e90b19ad088d3c807,4281380,56552,,1019346,0xf587e11e6941c951d745cd6cd089a5897d4d0a09,200000,21000000000,65374,0x,0,1,1505592113 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,11,"$100,000,000,000,000,000",0.10 ,560 
0xfa42a107ebc81b5f21abe451aee4fd65ddb2f989976c6e3625ac6e52cd4a47aa,4281381,56551,,4197176,0x09a2664c465786bff43d04ddac27a47ff5bad67b,200000,21000000000,50374,0x,0,7,1505592123 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,58,"$100,000,000,000,000,000",0.10 ,560 
0x980bb3b0ca9b2065b059739361de52181616c0124ff7a7212263bb7bf0640128,4281404,56528,,165404,0x5dd3d079515157233f821632593be37a3ff60bcb,200000,30000000000,65374,0x,0,3,1505592569 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,4,"$5,000,000,000,000,000,000",5.00 ,28000 
0xcf01e0b62fdc0cbfbe21c4c3fef124feb5aeaddfe4fd455279de84c37ecb3dd6,4281414,56518,,1378088,0x42124e1ae62536bb35a96a8f79a8fc0d8f58ec76,200000,21000000000,65374,0x,0,6,1505592727 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,31,"$500,000,000,000,000,000",0.50 ,2800 
0x1d1bc70c3ae9320abea29c9bbfe28bd3559f94d899819368cab58d9da333928f,4281422,56510,,4920344,0xe3aca4a93b6d4a4802a2b73db1dfc0314326ab88,200000,21000000000,65374,0x,0,0,1505593083 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,197,"$106,800,000,000,000,000",0.11 ,616 
0xc14986f1ae1687d545107bbe225cce7d35b7ea9eb19f3e809b25850a271fc6b6,4281456,56476,,4799959,0xc7c1aa1cbed4ecf622a6550017dbdc1127e75baa,200000,21000000000,65374,0x,0,1,1505593957 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,89,"$7,000,000,000,000,000,000",7.00 ,39200 
0x078b41d79b637925f53773f67b33d3555fedb79c45c37cf76674eb263d1e29fc,4281516,56416,,1331972,0x629b39c4553a2f205cc3a06fb00206f00c1c4864,200000,21000000000,65374,0x,0,10,1505595075 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,43,"$2,500,000,000,000,000,000",2.50 ,14000 
0x060a79b5dcf940376dff7804252cf3f6a30d5db33c310eecc938e025eafb834a,4281521,56411,,502591,0x99bac6026bb964af06bb89175a1919862f35c66d,200000,21000000000,50374,0x,0,20,1505595124 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,7,"$2,000,000,000,000,000,000",2.00 ,11200 
0x9a8e05f0a2408d0f59b89cf1e9327584ea1ba55134358e599d8f2012ec5eb201,4281637,56295,,2850815,0x7823ee7e2843684e496ad6107af6da03d1e1282c,200000,21000000000,65374,0x,0,0,1505597713 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,53,"$200,000,000,000,000,000",0.20 ,1120 
0xc417ceb02a637bddd5023a5bb2ce5ca3f25e49d8f2d5a8651b08175d77bfaf63,4281641,56291,,4736763,0xc04e170a75c67bcd8e4f587d3a628edb62505861,200000,21000000000,65374,0x,0,4,1505597933 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,145,"$150,000,000,000,000,000",0.15 ,840 
0x055f9308d7170c7efaf6d30532cf16d6b5492ac7ef208b0f6e316f4a7fdf2924,4281643,56289,,350616,0x8cc6282f167a6a4274da5e34bcbbe61bb5a3d100,200000,51000000000,65374,0x,0,3,1505597995 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,4,"$35,319,000,000,000,000,000",35.32 ,197792 
0x2d2b15e982d448273c3346dd93f571d61494590a69ee5036070952f6c1fc4e7c,4281648,56284,,107374,0x3d734331dab043d139707d32b1f318abab766456,200000,51000000000,65374,0x,0,2,1505598091 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,2,"$2,880,040,000,000,000,000",2.88 ,16128 
0xaa3825bf689b979c95d530c26c9bf9771c7a7c126cf28e4f29821a9cd47b8454,4281667,56265,,2486501,0x19f508538ea9ffe6a98ee612f17002222fd2e4c1,200000,21000000000,65374,0x,0,2,1505598466 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,87,"$200,000,000,000,000,000",0.20 ,1120 
0xbc005fdcab3e98a9279dbb778c986a54131c1081f4b11f754bcf2b7fa6144a46,4281700,56232,,2863481,0x4f21a6f3a397101efbe978d4a687012cd71ff4a3,90000,24000000000,65374,0x,0,0,1505599460 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,115,"$300,000,000,000,000,000",0.30 ,1680 
0x7bc845f4b674a0206dcee6e3f4c83d8c94a57bd362c3e174cd955d36753c9cd7,4281713,56219,,2172607,0x608aac88efed0fd0d83d4f08b01f0c36de003ed9,200000,21000000000,65374,0x,0,1,1505599891 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,62,"$1,000,000,000,000,000,000",1.00 ,5600 
0x561ca5d72888831348842db9b603cba4e60d1fd90aac3db7c05f1f7dd652b503,4281717,56215,,1673305,0xfa0bed80d289dfb868ca4a3d67ef91835739bdb8,90000,24000000000,65374,0x,0,0,1505599946 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,71,"$200,000,000,000,000,000",0.20 ,1120 
0xe2315ba26a3334c14c8e861af7d2b2b8d1eb311aa657423017f4d8dd2ac995b3,4281741,56191,,315250,0x1523fb315defade5f253e9020908d142fc5ae223,200000,21000000000,50374,0x,0,6,1505600337 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,7,"$186,512,000,000,000,000",0.19 ,1064 
0xfbedfff0fbbbf7ec3a5376691ea7a6defeac299b37583babef89d468bedfab73,4281883,56049,,2235147,0x751197a7f438c7a15fbc6ab28660ea8001b8da35,166023,6000000000,65374,0x,0,0,1505603289 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,71,"$3,000,000,000,000,000,000",3.00 ,16800 
0x69e1ed2d07e12662ab315097769d3df6b7293e58440d3900a1cf92bccaab9407,4281923,56009,,1939288,0x585e78d8c4a0df07aecbaf5162701219b65d8b0e,200000,21000000000,65374,0x,0,0,1505604148 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,75,"$119,400,000,000,000,000",0.12 ,672 
0x6f69a68b59f670285e51889cdee6c04cc7142ec5a53734851f4a684af8caa9b5,4281999,55933,,426881,0x8416ebe0e960c012c5a4a8534e2b7f5e06050935,200000,21000000000,65374,0x,0,1,1505605719 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,6,"$1,010,000,000,000,000,000",1.01 ,5656 
0x62ed246b501cebe727b5be649dddbc82cd5dddf8383c6e2c79435f587742025f,4282014,55918,,4230746,0xe0f832b6de7663a0fc4a83f8dbe767d7aa626729,200000,21000000000,65374,0x,0,5,1505606098 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,154,"$1,000,000,000,000,000,000",1.00 ,5600 
0x27f4997dd7bb8ac82471166488386fd9417e346515915819b188b6a77eac752a,4282183,55749,,718080,0xabb0bd1360234c633d2589df384e4cab0272ba17,200000,30000000000,65374,0x,0,369,1505610482 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,17,"$9,000,000,000,000,000,000",9.00 ,50400 
0x90d05fc73673f82a992429b4ad081b2b33ec95c06c091a5010ebfbd6da63c2e0,4282187,55745,,1423474,0x748b5e11d280de135d59ecc77b24a135d0a58b45,200000,21000000000,65374,0x,0,1,1505610565 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,42,"$49,000,000,000,000,000,000",49.00 ,274400 
0x758ee3c1d9e7b9bdc8f25173542f16f2b5b4ec7973ca279c4e5b7d8a850e9552,4282206,55726,,1141683,0x8b9d787fee55ff6c2c779fcd26d76f9d2a9a21c3,200000,30000000000,65374,0x,0,1,1505611024 ,0.000179 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,36,"$1,006,380,000,000,000,000",1.01 ,5656 
